slug,company_name
airbyte,Airbyte
circleci,CircleCI
consensys,MetaMask
impala,Impala
influxdb,InfluxData
modernhealth,Modern Health
recharge,ReCharge Payments
truelogic,Truelogic
zupinnovation,Zup
