slug,company_name
alan,Alan
anomali,Anomali
appen-2,Appen
circonus,Circonus
findem,Findem
iterative,Iterative
kraken,Kraken
lifen,Lifen
medium,Medium
mycelium,Mycelium
myollie,Ollie
skillshare,Skillshare
taplytics,Taplytics
theoremonellc,TheoremOne
voxy,Voxy
