slug,url,n_sources,sources
dbox,dbox.darwinbox.in,1,ever-jobs-ever-jobs
games24x7,games24x7.darwinbox.in,1,outscal-openjobs
latentview,latentview.darwinbox.in,1,Kajaasfaq-Company-list-Chennai
magicpin,magicpin.darwinbox.in,1,cswala-awesome-career-pages
mindsprint,mindsprint.darwinbox.in,1,Kajaasfaq-Company-list-Chennai
mpl,mpl.darwinbox.in,1,cswala-awesome-career-pages
msd,msd.darwinbox.in,1,Kajaasfaq-Company-list-Chennai
netmeds,netmeds.darwinbox.in,1,cswala-awesome-career-pages
