slug,company_name
bumbleinc,Bumble
clari,Clari
gopuff,Gopuff
includedhealth,Included Health
loftorbital,Loft Orbital
matchgroup,Match Group
merlinlabs,Merlin Labs
mistral,Mistral AI
palantir,Palantir
quizlet-2,Quizlet
ro,Ro
shieldai,Shield AI
spotify,Spotify
waabi,Waabi
whoop,Whoop
zoox,Zoox
